filename,width,height,label,points
Karavatti_800_1.png,8192,4283,Coconut-800,"4680.00,295.83;6088.33,629.17;5846.67,1045.83;5238.33,1029.17;6880.00,979.17;6371.67,1120.83;6438.33,904.17;7113.33,512.50;4830.00,4020.83;4888.33,3804.17;4546.67,3970.83;2838.33,3979.17;2580.00,4087.50;2371.67,4170.83;1946.67,3562.50;1980.00,3379.17;2638.33,3754.17;2905.00,3712.50;2646.67,2470.83;6180.00,429.17;6013.33,312.50;5788.33,520.83;5405.00,295.83;5121.67,254.17;4963.33,254.17"
Karavatti_800_1.png,8192,4283,Coconut-800,"6571.67,520.83;6730.00,662.50;6938.33,754.17;6771.67,404.17;7163.33,270.83;7380.00,229.17;6313.33,237.50"
Karavatti_800_1.png,8192,4283,non-green-800,"5230.00,4245.83;3030.00,2587.50;1021.67,604.17;355.00,2370.83;0.00,2646.94;0.00,2658.50;21.67,2654.17;1105.00,4245.83;7788.33,3720.83;7313.33,3345.83;7788.33,4045.83;3138.33,562.50;2480.00,1320.83;2488.33,1745.83;2680.00,1879.17;4171.67,1237.50;688.33,2029.17;1013.33,2095.83;855.00,2570.83;363.33,3070.83;3263.33,3412.50;2938.33,1020.83;1355.00,120.83"
Karavatti_800_1.png,8192,4283,Coconut-800,"5644.92,3858.62"
Wat Phleng_800_2.png,8192,4283,non-green-800,"1154.56,2689.67;1162.07,2396.63;1207.15,2261.37;1470.14,2201.26;1763.19,2178.72;2033.70,2096.06;2176.46,2118.61;2003.64,2268.89;2108.84,2509.34;2229.06,2667.13;2462.00,2922.61;2499.57,3110.46;2424.43,3230.68;2176.46,3178.09;2071.27,3133.00;2078.78,2967.69;1815.79,2764.81;1575.34,2727.24;1395.00,2727.24;1387.49,2449.22;1695.57,2449.22;1943.53,2486.79;2018.67,2704.70;2146.41,2832.44;2266.63,3005.26;2364.32,2689.67;1868.39,2058.49;1567.83,2336.51;1147.04,2524.36;1327.38,2268.89;4746.26,1998.38;4332.99,1848.10;3566.56,1787.99;2867.76,1968.33;2657.36,1990.87;2499.57,1818.04;2379.34,1757.93;2897.81,1277.03;3070.63,1254.49;3281.03,1224.44;3401.25,1186.87;2281.66,728.51;2244.09,615.80;2304.20,503.09;2326.74,405.41;2311.72,315.24;2266.63,195.01;2266.63,74.79;4430.67,593.26;4445.70,683.43;4663.61,2456.74;4615.00,2502.20;4633.55,2659.62;4573.44,2689.67;4558.41,2824.93;4753.78,2967.69;4813.89,3110.46;4783.83,3208.14;4768.81,3313.34;4911.57,3411.02;5084.40,3456.10;5234.68,3493.67;5407.50,3531.24;5535.24,3568.81;5693.03,3576.33;5850.83,3591.36;6001.11,3621.41;6143.87,3674.01;6256.59,3696.55;6406.87,3749.15;6549.63,3771.69;6677.37,3809.26;6812.62,3854.35;6932.85,3891.92;6497.03,14.68;6609.74,67.27;6737.48,89.82;6872.74,104.84;6902.79,14.68;6865.22,164.96;8120.07,22.19;8157.64,97.33;1808.28,1885.67;1748.16,1690.31;1627.94,1600.14;1319.86,1577.60;981.73,1577.60;876.54,1637.71;906.59,1780.47;951.68,1908.21;831.45,1344.66;34.96,705.97;34.96,931.39;72.53,1029.07;328.01,1044.10;425.69,1044.10;455.75,758.57;215.30,705.97;57.51,796.14;260.39,826.19;395.64,893.82;207.79,968.96;1211.30,3169.50;1207.20,3272.40;1222.18,3365.94"
Wat Phleng_800_2.png,8192,4283,green-800,"7150.76,3891.92;1297.32,3283.28;1252.24,3072.89;1267.27,3478.65;2709.96,4042.20"
Wat Phleng_800_2.png,8192,4283,non-green-800,"4909.31,3054.45;5141.72,3076.58;5340.93,3115.32;5551.20,3115.32;6010.49,3109.78;5982.82,2932.71;5733.81,2877.37;5584.41,2860.77;5534.60,2976.98;5689.54,2965.91;5844.48,2982.51;5822.35,2888.44;5949.62,3037.85;5894.29,3104.25;5767.01,3087.65;5628.67,3115.32;5025.51,3109.78;3216.03,2556.42;3199.43,2484.49;3260.30,2528.76;3121.96,2495.56;2114.84,2401.48;1838.16,2329.55;4721.17,1897.93;4737.77,1311.37;5346.46,1405.44;5114.05,1383.30;5512.47,1388.84;5141.72,2080.54;2590.73,763.54"
Wat Phleng_800_2.png,8192,4283,non-green-800,"8179.71,3839.61;8172.20,3621.70;8149.66,3283.57;8142.14,3441.36;7946.78,3291.08;7593.62,3261.03;7390.74,3208.43;7097.69,3133.29;6654.37,3043.12;6338.78,2960.47;6150.93,2907.87;6188.50,3088.20;6511.60,3155.83;6962.44,3170.86;7270.52,3268.54;6789.62,3230.97;7503.45,3381.25;7781.47,3433.85;7954.29,3471.42;8006.89,3621.70;7939.27,3741.93;7631.19,3741.93;7263.00,3651.76;7060.12,3606.67;6804.65,3651.76;6443.97,3606.67;6248.61,3561.59;6030.70,3471.40;5572.34,3366.22;5234.21,3321.14;4933.65,3253.51;5136.53,3230.97;5812.79,3291.08;6383.86,3493.96;6849.73,3508.99;7278.03,3478.93;7525.99,3493.96;7743.90,3561.59;7052.61,3381.25;6729.51,3358.71;6406.40,3328.65;7480.90,3726.90;6165.95,3321.14;6376.35,3125.77;6586.74,3576.62;6586.70,3373.70"
Wat Phleng_800_2.png,8192,4283,non-green-800,"2407.59,51.37;2587.94,22.01"
Wat Phleng_800_2.png,8192,4283,non-green-800,"2777.12,3110.75;2942.43,3155.83;3092.71,3246.00;3273.05,3366.22;3378.25,3441.36;3513.50,3569.10;3603.67,3629.22;3701.35,3711.87;3844.12,3952.32;3806.55,4192.77"
Wat Phleng_800_2.png,8192,4283,non-green-800,"117.16,2118.89;199.81,2141.44"
Wat Phleng_800_2.png,8192,4283,non-green-800,"688.22,458.29;368.88,43.52;320.03,175.01;264.43,286.22;111.90,230.62;64.16,0.00;89.67,0.00;202.06,22.48;223.10,133.69;56.29,133.69"
Wat Phleng_800_2.png,8192,4283,green-800,"3070.63,3080.40;4731.24,3395.99"
Wat Phleng_800_2.png,8192,4283,coconut-800,"185.25,2772.33;34.96,2441.71;42.48,2779.84;125.13,3148.03;95.08,3365.94;42.48,3613.90;65.02,3914.46;117.62,4139.88;42.48,2982.72;65.02,2253.86;34.96,1983.35;34.96,1750.42;34.96,1517.48;117.62,1434.83;328.01,1427.31;575.97,1412.29;831.45,1570.08;884.05,1885.67;936.65,2066.01;899.08,2389.11;816.42,2614.53;636.09,2975.21;545.92,2659.62;455.75,2449.22;598.52,2118.61;838.97,2171.20;553.43,1840.59;230.33,1645.22;177.73,1893.19;478.29,1900.70;666.14,1720.36;470.78,1577.60;373.10,1757.93;328.01,2073.52;470.78,2231.32;583.49,2426.68;282.93,2321.49;162.70,2501.82;343.04,2599.50;478.29,2870.01;335.53,2952.66;207.79,2990.23;275.41,3193.11;425.69,3087.92;575.97,3110.46;440.72,3373.45;252.87,3501.19;192.76,3696.55;245.36,3884.40;290.44,3982.09;493.32,4057.23;636.09,4012.14;914.11,4162.42;1199.64,4124.85;1327.38,4117.34;1627.94,4117.34;1883.42,4102.31;2168.95,4147.40;2379.34,4199.99;2567.19,4207.51;2755.04,4207.51;2289.17,3959.54;1890.20,3857.50;1733.14,4012.14;1417.55,3891.92;1207.15,3824.29;838.97,3801.75;636.09,3643.96;515.86,3576.33;673.66,3403.51;786.37,3275.77;959.19,3057.86;1019.30,3170.57;816.42,3531.24;899.08,3591.36;1019.30,3576.33;1034.33,3268.25;876.54,3441.08;1462.63,3613.90;1417.55,3305.82;1522.74,3110.46;1823.30,3253.23;2266.63,3591.36;2386.86,3689.04;2574.71,3756.67;2755.04,3764.18;2950.41,3658.98;2980.47,3380.96;2882.78,3260.74;2694.93,3283.28;2642.33,3553.79;2777.59,3508.70;2364.32,3493.67;1898.44,3463.62;1597.88,3448.59;1793.25,3110.46;1537.77,2945.15;1357.43,3005.26;1244.72,2870.01;2011.16,3598.87;2086.30,3854.35;2168.95,3463.62;2912.84,3891.92;3130.75,3734.12;3506.45,3884.40;3716.84,3884.40;3656.73,4154.91;3438.82,4252.59;3063.12,4199.99;3153.29,3952.03;3296.06,3636.44;3168.32,3441.08;3288.54,3997.11;3544.02,4064.74;1688.05,1908.21;1612.91,1712.85;1349.92,1727.88;1207.15,1690.31;1049.36,1720.36;1116.99,1953.30;1334.89,1998.38;1462.63,1968.33;1447.60,1848.10;1222.18,1818.04;1026.82,1517.48;1274.78,1494.94;1447.60,1494.94;1890.93,1742.90;1951.04,1825.56;2116.35,1750.42;2274.15,1660.25;2251.60,1472.40;2236.58,1246.98;2221.55,1081.67;2176.46,968.96;2176.46,826.19;2078.78,653.37;1845.85,555.69;1582.86,533.14;1297.32,412.92;936.65,518.12;816.42,645.86;530.89,435.46;260.39,412.92;72.53,375.35;65.02,570.71;275.41,585.74;395.64,600.77;591.00,630.83;643.60,796.14;628.57,1036.58;545.92,1171.84;343.04,1246.98;140.16,1194.38;636.09,1246.98;748.80,1277.03;786.37,1081.67;996.76,1059.13;1229.70,1066.64;1011.79,1224.44;1086.93,1404.77;1447.60,1397.26;1688.05,1412.29;1808.28,1555.05;1988.61,1555.05;2078.78,1419.80;2041.21,1089.18;1793.25,848.73;1455.12,796.14;1086.93,826.19;899.08,886.30;974.22,736.02;1154.56,608.28;1417.55,540.66;1658.00,1096.70;1425.06,1141.78;1860.87,1284.55;1853.36,983.99;1244.72,1284.55;1304.84,675.91;1192.13,495.57;1289.81,2118.61;1590.37,2028.44;1763.19,1975.84;2026.18,1975.84;2199.01,1953.30;2229.06,2118.61;2199.01,2298.94;2334.26,2464.25;2454.48,2607.02;2559.68,2757.30;2679.90,2900.07;2724.99,3020.29;2634.82,3080.40;2589.74,3260.74;996.76,2667.13;1071.90,2306.46;1162.07,2126.12;2484.54,1968.33;2634.82,2118.61;2777.59,2359.06;2935.38,2554.42;3078.15,2689.67;3190.86,2839.95;3070.63,2952.66;2867.76,2930.12;2649.85,2667.13;2574.71,2494.31;2469.51,2291.43;2439.46,2073.52;2379.34,1968.33;2649.85,2359.06;2724.99,2554.42;2777.59,2757.30;3371.20,2749.79;3491.42,2997.75;3656.73,3133.00;3739.38,3230.68;3882.15,3313.34;4100.06,3418.53;4257.85,3411.02;4438.19,3320.85;4573.44,3305.82;4686.15,3065.37;4505.82,2900.07;4220.28,2809.90;4092.54,2787.36;4415.65,2674.64;4513.33,2441.71;4656.10,2193.75;4633.55,2336.51;4543.39,2103.58;4513.33,1930.76;4017.40,1983.35;3596.62,2103.58;3401.25,2028.44;3130.75,2058.49;2957.92,2028.44;2830.19,2118.61;2995.49,2253.86;3213.40,2329.00;3356.17,2426.68;3566.56,2539.39;3671.76,2591.99;3581.59,2253.86;3799.50,2253.86;4032.43,2321.49;4227.80,2546.91;4054.97,2614.53;3919.72,2088.55;4295.42,2389.11;4122.60,1848.10;3882.15,1855.61;3483.91,1833.07;936.65,1021.56;2740.02,119.87;2687.42,315.24;3010.52,480.55;3348.65,555.69;3671.76,465.52;2356.80,886.30;2424.43,1141.78;2507.08,1292.06;2732.50,931.39;3205.89,848.73;3574.07,803.65;3874.64,615.80;4145.14,307.72;3829.55,225.07;3521.48,142.41;3281.03,74.79;3070.63,149.93;2875.27,277.67;3889.66,67.27;4250.34,14.68;4498.30,157.44;4332.99,480.55;4152.66,721.00;3852.09,923.87;3634.19,1014.04;3303.57,1014.04;3078.15,1096.70;2709.96,1246.98;2499.57,1029.07;2469.51,1682.79;2522.11,1472.40;2694.93,1427.31;2724.99,1615.17;2965.44,1697.82;3318.60,1637.71;3664.24,1517.48;3987.35,1532.51;4190.23,1562.57;4505.82,1637.71;4768.81,1667.76;5249.70,1727.88;5745.63,1795.50;6256.59,1848.10;6684.89,1908.21;6977.93,1975.84;7083.13,1562.57;6549.63,1156.81;5685.52,916.36;5249.70,803.65;5377.44,540.66;6331.73,473.03;6587.20,796.14;6527.09,1081.67;8097.52,3050.35;8090.01,2742.27;8150.12,2396.63;8150.12,1983.35;8127.58,1690.31;8029.90,1367.20;7699.28,1352.17;7436.29,1472.40;7308.55,1712.85;7203.35,2073.52;7458.83,2231.32;7879.62,2449.22;7879.62,1990.87;7646.68,1945.78;7729.34,1690.31;8067.47,1119.24;8157.64,623.31;8067.47,345.29;7902.16,149.93;7624.14,97.33;7413.75,285.18;7248.44,458.00;7518.94,585.74;7864.59,705.97;5963.54,210.04;5339.87,142.41;5136.99,195.01;4934.12,292.70;4783.83,653.37;4919.09,690.94;5685.52,645.86;6249.07,195.01;6767.54,427.95;6294.16,645.86;6001.11,743.54;5602.86,285.18;5933.48,89.82;5084.40,59.76;4791.35,97.33;4573.44,330.27;4603.50,645.86;5227.16,450.49;5572.81,698.45;6046.19,435.46;4889.03,465.52;4761.29,360.32;5415.01,307.72;6617.26,360.32;6421.89,164.96;6647.32,172.47;6857.71,292.70;6887.76,555.69;6820.14,796.14;6857.71,1014.04;7188.33,1036.58;7391.20,1096.70;7376.18,1344.66;6714.94,1615.17;6376.81,1660.25;6091.28,1592.62;5925.97,1509.97;5738.12,1156.81;5384.96,1126.75;5152.02,1051.61;4565.93,871.28;4445.70,856.25;4242.82,871.28;4175.20,1044.10;4738.75,999.01;4468.24,1134.27;4949.14,1186.87;5024.28,826.19;5159.54,525.63;6166.42,2088.55;6985.45,2111.09;8037.41,2126.12;7766.91,2306.46;7571.54,2404.14;7218.38,2374.08;6797.60,2516.85;7090.64,2637.07;7458.83,2749.79;5925.97,2546.91;5595.35,2419.17;5016.77,2434.20;4964.17,2584.48;5136.99,2802.38;5332.36,2877.52;5294.79,2937.64;4956.66,2862.50;4783.83,2802.38;4828.92,2208.77;5174.56,2268.89;5257.22,2426.68;5437.56,2238.83;5813.26,2374.08;5843.31,1938.27;5986.08,1840.59;5783.20,217.56;5835.80,495.57;6557.15,585.74;7954.76,360.32;7729.34,412.92;7128.21,878.79;7068.10,585.74;3611.64,2854.98;3919.72,2930.12;4302.94,2967.69;4460.73,3087.92;4122.60,3230.68;4100.06,2975.21;3912.21,3155.54;3919.72,4267.62;4085.03,3906.95;4122.60,3801.75;4302.94,3636.44;4626.04,3501.19;4934.12,3591.36;5242.19,3651.47;5580.32,3741.64;5910.94,3831.81;6173.93,3854.35;6609.74,4012.14;6324.21,4184.97;5783.20,4192.48;5212.13,4192.48;4926.60,4124.85;4633.55,4049.71;4528.36,4027.17;4626.04,3741.64;4911.57,3831.81;5272.25,3906.95;5715.57,3959.54;6046.19,3974.57;4806.38,3952.03;5287.27,3921.97;8105.04,4267.62;8180.18,4072.26;7879.62,4057.23;7331.09,3997.11;7564.03,4012.14;7744.36,4132.37;7368.66,4177.45;7218.38,4237.56;7000.47,4252.59;6970.42,4034.69;7549.00,4260.11;7999.84,4184.97;6534.60,4215.02;6369.30,3937.00;5467.61,4012.14;5550.27,4222.54;5362.42,4222.54;4513.33,4245.08;4047.46,4192.48;4295.42,4012.14;4393.10,3891.92;4415.65,3831.81;4262.36,4232.30;4382.58,4262.36;4772.56,4242.07;5072.37,1751.92;5022.03,1591.87;5252.71,1572.34;5542.00,1702.33;6282.13,1312.35;6402.36,932.14;6062.72,932.14;6062.72,1171.84;7394.21,2047.22"
Triple P Kabacan_800_1.png,8192,4283,Coconut-800,"3277.50,265.83;3369.17,265.83;3419.17,265.83;3485.83,340.83;3502.50,1124.17;3419.17,1324.17;3235.83,1557.50;3194.17,1790.83;3335.83,1757.50;3413.33,1710.00;3483.33,1507.50;3554.17,1419.17;3290.00,890.00;3245.83,1110.83;3219.17,1225.00;3157.50,1286.67;3245.83,1180.83;3333.33,1022.50;3439.17,934.17;3606.67,890.00;3527.50,670.00;3369.17,546.67;3395.83,414.17;3686.67,440.83;3668.33,643.33;3377.50,802.50;3307.50,696.67;3783.33,458.33;3941.67,493.33;3950.83,784.17;3686.67,1375.00;3906.67,1251.67;3880.00,1180.83;3721.67,1049.17;3668.33,960.83;3668.33,1172.50;3712.50,1119.17;3933.33,987.50;4039.17,987.50;4012.50,872.50;3765.83,845.83;4065.00,872.50;4267.50,802.50;4267.50,872.50;4135.83,1101.67;4215.00,1075.00;4496.67,934.17;4690.83,758.33;4761.67,635.00;4744.17,652.50;4682.50,511.67;4629.17,405.83;4523.33,387.50;4409.17,440.83;4391.67,678.33;4417.50,696.67;4479.17,643.33;4496.67,564.17;4347.50,581.67;4144.17,625.83;4012.50,599.17;3968.33,493.33;4020.83,370.00;4259.17,352.50;4180.00,414.17;4170.83,449.17;4100.83,370.00;3995.00,361.67;3835.83,344.17;3748.33,308.33;3730.00,300.00;3765.83,766.67;3642.50,705.00;3571.67,520.00;3536.67,502.50;3395.83,1066.67;3219.17,1304.17;3157.50,1463.33;3130.83,1665.83;3377.50,1621.67;3510.00,1525.00;3395.83,1410.00;3307.50,1392.50;3465.83,1278.33;3465.83,1225.00;3660.00,1295.83;3695.00,1269.17;6765.83,559.17;6782.50,625.83;7220.00,458.33;7317.50,678.33;7211.67,907.50;7008.33,696.67;7290.83,599.17;7070.00,731.67;6859.17,449.17;6744.17,537.50;6920.83,625.83;6990.83,475.83;6850.00,635.00;7299.17,714.17;7396.67,537.50;7590.00,520.00;7651.67,581.67;7625.83,758.33;7537.50,899.17;7405.00,899.17;7405.00,784.17;7537.50,740.00;7810.83,687.50;7740.00,511.67;7890.00,722.50;8004.17,758.33;7855.00,590.83;7934.17,784.17;7757.50,881.67;7670.00,934.17;7749.17,1040.00;7916.67,1084.17;7863.33,1225.00;7678.33,1375.00;7520.00,1401.67;7167.50,1577.50;7008.33,1700.83;6929.17,1771.67;6876.67,1798.33;6788.33,1700.83;6655.83,1710.00;6568.33,1665.83;6515.00,1621.67;6418.33,1533.33;6470.83,1674.17;6568.33,1674.17;6638.33,1595.00;6682.50,1577.50;6797.50,1604.17;6938.33,1569.17;7008.33,1471.67;7079.17,1365.83;7255.83,1269.17;7422.50,1278.33;7387.50,1286.67;7264.17,1092.50;7564.17,1136.67;7713.33,1136.67;7890.00,1128.33;8110.00,1022.50;8110.00,1190.00;8110.00,1321.67;7899.17,960.83;8075.00,1313.33;7978.33,1427.50;7907.50,1489.17;7766.67,1550.83;7590.00,1648.33;7281.67,1771.67;7185.00,1860.00;7088.33,1956.67;7123.33,2062.50;7131.67,2080.00;7140.83,2115.00;7273.33,2185.83;7405.00,2089.17;7449.17,1991.67;7308.33,1991.67;7414.17,1903.33;7564.17,1860.00;7537.50,1833.33;7414.17,1718.33;7387.50,1595.00;7370.00,1498.33;7299.17,1454.17;7070.00,1771.67;6990.83,1824.17;6982.50,1877.50;7335.00,2115.00;7281.67,2309.17;7140.83,2370.83;7070.00,2415.00;6885.00,2511.67;7246.67,2459.17;7695.83,2361.67;7537.50,2415.00;7352.50,2397.50;7502.50,2291.67;7705.00,2018.33;7749.17,2080.00;7749.17,2168.33;7793.33,2194.17;7581.67,2159.17;7608.33,2089.17;7828.33,1771.67;7872.50,1710.00;7951.67,1710.00;7934.17,2018.33;7925.00,2062.50;8004.17,2150.83;8075.00,2194.17;8101.67,2212.50;8092.50,1947.50;8101.67,1885.83;8065.83,1841.67;8022.50,1833.33;8101.67,1560.00;8119.17,1471.67;8110.00,1507.50;8013.33,1727.50;7960.83,1789.17;7863.33,1841.67;7784.17,1860.00;7651.67,1771.67;7660.83,1665.83;7687.50,1621.67;7625.83,1533.33;7581.67,1463.33;7793.33,1427.50;7872.50,1365.83;7625.83,1234.17;7599.17,1198.33;7572.50,1136.67;7502.50,1049.17;7360.83,978.33;7211.67,916.67;7740.00,907.50;7819.17,872.50;7969.17,907.50;8004.17,820.00;7581.67,625.83;7370.00,643.33;7290.83,581.67;7079.17,2361.67;7052.50,2265.00;7131.67,2176.67;7052.50,2300.00;7916.67,2274.17;7775.00,2335.83;7740.00,2326.67;7855.00,2291.67;7942.50,2291.67;8013.33,2185.83;7916.67,2080.00;8092.50,2045.00;8110.00,1991.67"
